Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1,Real 2,Real 3,Real 4,Real 5,Real 6,Real 7,Real 8,Real 9,Real 10,Real 11,Real 12,Real 13,Real 14,Real 15,Real 16,Real 17,Real 18,Real 19,Real 20,Real 21,Real 22,Real 23,Real 24,Real 25,Real 26,Real 27,Real 28,Real 29,Real 30,Real 31,Real 32,Real 33,Real 34,Real 35,Real 36,Real 37,Real 38,Real 39,Real 40,Real 41,Real 42,Real 43,Real 44,Real 45,Real 46,Real 47,Real 48,Real 49,Real 50,Real 51,Real 52,Real 53,Real 54,Real 55,Real 56,Real 57,Real 58,Real 59,Real 60,Real 61,Real 62,Real 63,Real 64,Real 65,Real 66,Real 67,Real 68,Real 69,Real 70,Real 71,Real 72,Real 73,Real 74,Real 75,Real 76,Real 77,Real 78,Real 79,Real 80,Real 81,Real 82,Real 83,Real 84,Real 85,Real 86,Real 87,Real 88,Real 89,Real 90,Real 91,Real 92,Real 93,Real 94,Real 95,Real 96,Real 97,Real 98,Real 99,Real 100
11,B2022.001,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,B2022.001,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,B2022.001,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,B2022.001,2,Fraction Needed,1,1,0.925945269564434,1,1,0.934336460655246,1,1,0.412961174871282,1,0.804952532773599,1,0.848951754260974,0.500915713703985,0.685903242591901,0.517165324776364,1,0.926820368607458,1,0.662446756949073,0.718594671847382,1,1,0.346385184139214,0.712396991885845,0.325311594652446,1,1,1,0.419733888340575,0.787758302764858,0.58577817966472,1,1,0.764496090267186,0.824721629708299,0.719997308620887,1,0.589984672619262,1,1,0.471077037594132,1,0.489105368399344,0.928452019676639,0.977238810747595,1,0.888892365124671,1,1,1,1,0.865832500629536,1,1,0.961827241900245,1,0.549437171944765,0.752853868781733,0.778976781091127,1,1,1,0.502394266469629,0.756051879364313,1,0.371026727799504,0.787798379818433,1,1,1,1,1,1,1,0.643866326768245,0.544657856712619,0.955834455219381,0.455837547804419,0.699587598185175,0.363057850233367,0.833048985013868,0.633404694438013,0.485136461582597,0.707528316335115,0.729032848328217,0.974790801414286,0.263504213101297,1,0.504744680854906,1,0.489942713589455,1,0.246712961033702,0.565307215519761,0.387944409471267,0.860923059676033,0.905120176453019,1,0.875372876227868
11,B2022.001,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,B3011.011,-,Total in Building,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
11,B3011.011,-,Caused Unsafe Placard,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11,B3011.011,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,B3011.011,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,B3011.011,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,B3011.011,2,Number in DS,64,60,17,40,93,49,30,19,28,34,31,82,84,68,80,61,73,72,36,25,87,54,7,47,43,82,60,41,106,60,96,58,58,90,26,49,42,58,67,75,66,105,85,77,75,84,60,105,102,64,94,38,45,50,77,35,25,52,97,48,70,94,23,60,36,56,23,43,67,59,46,62,104,70,86,82,73,66,89,73,78,68,44,32,51,77,107,12,38,29,91,69,47,37,25,60,80,18,47,70
11,B3011.011,2,Fraction Needed,0.314947045958769,0.260350689317107,0.548584791224554,0.360863677306361,0.546533126455483,0.610329689209095,0.353892641195083,1,0.676490708777139,0.715914593277059,0.744206282886777,0.319438928291063,0.224972320062533,0.393308367133424,0.788636400018222,0.403105723299844,0.234049454487998,0.713665612928867,0.317389584695441,0.892973803588513,0.775371383113682,0.442483288245823,0.494812630762778,0.849417345639683,0.978717990738327,0.910357257563517,0.426569638266846,0.311284467040607,0.812920572703895,0.257509523122031,0.928051492994205,0.630823250082479,0.269383495955149,0.463367515516635,0.941095213008273,0.340464056895271,0.643616820720727,0.685468677275669,0.152783249293668,0.545644084295311,0.473408580549963,0.496284673768503,0.231399917248963,0.329019195173756,0.482528908946351,0.648410255261757,0.430725749205607,0.523668820904564,0.594886557016333,0.483304180480494,0.33310927322028,0.631951013165229,0.724599489689239,1,0.805724369309002,0.68883213473705,0.216546283347852,0.248383421998421,0.444402823188579,1,0.551235422280413,0.637587580615356,0.644802868138652,0.581876086281946,0.170733238427925,0.669626659901755,0.542478320176207,0.401721758809079,0.613319419033584,1,0.398764237728371,0.55630964928893,0.675987449730182,0.986709193643445,0.353324018568945,0.62670447447224,0.720293195920673,0.283695864071406,0.615796794615615,0.252675938749688,0.282231071617069,0.632171117302513,0.792202196955095,0.587758671665881,0.604244326015187,0.911690475706154,0.547670276490625,0.50386744924762,0.379177708671479,0.251066763054183,0.895689687375047,0.837614236464255,0.430556137266206,0.503655180167736,1,1,0.82912630666875,0.33192198163886,0.475290112783177,0.504757295370051
11,B3011.011,2,Fraction Damaged,0.547008547008547,0.512820512820513,0.145299145299145,0.341880341880342,0.794871794871795,0.418803418803419,0.256410256410256,0.162393162393162,0.239316239316239,0.290598290598291,0.264957264957265,0.700854700854701,0.717948717948718,0.581196581196581,0.683760683760684,0.521367521367521,0.623931623931624,0.615384615384615,0.307692307692308,0.213675213675214,0.743589743589744,0.461538461538462,0.0598290598290598,0.401709401709402,0.367521367521368,0.700854700854701,0.512820512820513,0.35042735042735,0.905982905982906,0.512820512820513,0.82051282051282,0.495726495726496,0.495726495726496,0.769230769230769,0.222222222222222,0.418803418803419,0.358974358974359,0.495726495726496,0.572649572649573,0.641025641025641,0.564102564102564,0.897435897435897,0.726495726495726,0.658119658119658,0.641025641025641,0.717948717948718,0.512820512820513,0.897435897435897,0.871794871794872,0.547008547008547,0.803418803418803,0.324786324786325,0.384615384615385,0.427350427350427,0.658119658119658,0.299145299145299,0.213675213675214,0.444444444444444,0.829059829059829,0.41025641025641,0.598290598290598,0.803418803418803,0.196581196581197,0.512820512820513,0.307692307692308,0.478632478632479,0.196581196581197,0.367521367521368,0.572649572649573,0.504273504273504,0.393162393162393,0.52991452991453,0.888888888888889,0.598290598290598,0.735042735042735,0.700854700854701,0.623931623931624,0.564102564102564,0.760683760683761,0.623931623931624,0.666666666666667,0.581196581196581,0.376068376068376,0.273504273504274,0.435897435897436,0.658119658119658,0.914529914529915,0.102564102564103,0.324786324786325,0.247863247863248,0.777777777777778,0.58974358974359,0.401709401709402,0.316239316239316,0.213675213675214,0.512820512820513,0.683760683760684,0.153846153846154,0.401709401709402,0.598290598290598


12,-,-,Has Unsafe Placard,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,True,False,True
12,-,-,Collapse,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,-,-,Residual Drift,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False

12,B1031.011b,-,Total in Building,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
12,B1031.011b,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,B1031.011b,1/0,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,1/0,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,1/0,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,1/1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,1/1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,1/1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,2,Fraction Needed,0.390572710508453,0.333100387876027,0.126136636203047,0.245299650642977,0.164322819554911,0.186182822799735,0.125635929919243,0.396063506290906,0.11898695010851,0.144774740410875,0.270576740434355,0.481882380843423,0.326090881787431,0.245734655201892,0.166563070576191,0.176281044245466,0.0994432757760389,0.323901823388638,0.31908978041538,0.17954942888196,0.326610523731549,0.402706703699392,0.282342094757521,0.405225324707521,0.3115630158553,0.496745852637156,0.301237310320067,0.167127759801407,0.436668219646103,0.314786941485816,0.227272070068425,0.22937155121551,0.301168143497974,0.209121364368731,0.258909606677331,0.463966029947515,0.146760006941087,0.248667213395657,0.223289737655296,0.968918691694055,0.28233849089055,0.17170124049673,0.14572564632163,0.184199793926346,0.184179423542242,0.227012147590111,0.308669831134958,0.183252908054888,0.340913317134294,0.19563098144526,0.409154863559866,0.204653241953132,0.127376717738241,0.169962889643492,0.0453003139195701,0.190146348583801,0.0819973050711565,0.161178392252162,0.18507544906396,0.55333539998935,0.63861434116258,0.27899948833017,0.29336025617323,0.199957116761883,0.249822201171278,0.295331321725049,0.232330119074971,0.190460439298921,0.249192597075014,0.112146155560983,0.281044885750335,0.804418496668564,0.0891876481278828,0.293762878626819,0.16752068941524,0.142693953475066,0.157861921261299,0.126205894813019,0.517377554213816,0.56756270150209,0.411461488072305,0.293307255631094,0.200267721541582,0.352621686441701,0.120426151716156,0.222033353042893,0.185747960367907,0.229679529993138,0.44528885514832,0.565833547274526,0.226027653467573,0.315394263736334,0.190811801320836,0.309925694899237,0.211150423741663,0.217184356096743,0.299091330634677,0.363370632207047,0.0992441561634836,0.202356490217534
12,B1031.011b,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1031.011b,3,Fraction Needed,0.244515855610632,0.0881928046582089,0.150119750560649,0.158202332158901,0.231402570422953,0.178835915654543,0.199196330521569,0.112207298060394,0.105516341584875,0.175187674149699,0.0452207509831335,0.166886304600945,0.0943618222532294,0.278986164510748,0.245257208157161,0.0828985117041663,0.0836894573422043,0.0708621870148391,0.137427597111275,0.209941785673785,0.122241911062852,0.125232167196121,0.329632219858228,0.0401577094610511,0.0528642641420145,0.0459439661624391,0.164644460229454,0.0792965471855413,0.0554134620099932,0.0945997163789907,0.16776678061483,0.26208318074892,0.120237673658934,0.128950153276499,0.0372623060248759,0.0661674722303644,0.115363469485668,0.0549940477533146,0.15301802481613,0.180310499766811,0.13162185234621,0.0658727774528998,0.055466080459605,0.0664038387610356,0.122004465394028,0.109009384058478,0.210135810490448,0.167427403353244,0.147854897121505,0.328071744560729,0.0770740344440752,0.0655070024544662,0.104723060324932,0.222528787154517,0.120722057276646,0.0671090480779884,0.275448515247904,0.104681233563508,0.121756473284649,0.118659586652589,0.0367100031195119,0.130892280904959,0.112408179021717,0.12695780803367,0.0432912765803944,0.0877662314340024,0.0855325404587471,0.0516280611741748,0.0445474327743125,0.114287211725304,0.0532602497424788,0.179899380768752,0.0413340096633874,0.0951460683030745,0.115742980549797,0.0502256045081979,0.0717530428584754,0.160179116257366,0.0801812775418389,0.092270426265889,0.437186264669797,0.0798422185425159,0.178830755363824,0.098609965434139,0.15532370219138,0.124559508687741,0.109503050892976,0.153825613384179,0.0499638208085219,0.104430464419872,0.0699157334450855,0.129268701413073,0.170342756763549,0.123323675626888,0.169961411163268,0.21999872599775,0.0390103682265988,0.0986135888721898,0.0739764228999463,0.0674605254537071
12,B1031.011b,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,B1033.001b,-,Total in Building,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,B1033.001b,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,B1033.001b,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1033.001b,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1033.001b,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1033.001b,2,Number in DS,0,0,1,0,1,1,0,1,1,2,1,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,1,2,0,3,0,1,2,0,0,1,0,0,0,0,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,1,1,1,0,3,0,1,0,0,0,0,0,2,1,1,0,1,0,1
12,B1033.001b,2,Fraction Needed,0.645921234440954,1,0.956174103750443,0.924085862070858,0.566392556208618,0.863700376856621,0.25845684366617,1,1,0.629450453650707,0.376587382505062,0.602480154961662,0.143138292297156,1,0.769936338333876,0.805368804101315,0.617849588667885,0.247774102314979,0.614166371605221,0.481629926088764,0.582597203760946,0.891510913106974,0.322739238368335,1,0.733918745909885,0.588862984718583,0.843025299693902,0.172252899582478,0.918294687510218,0.940789087094422,0.367702273464053,0.71104765024328,0.639300004634194,1,0.99225930315203,0.615178931698347,1,0.620134235705552,0.838842894205376,0.41489863545366,0.531391203276162,0.346374826995546,0.723097710956503,0.249963561806624,0.231537984569713,0.451526304775257,1,1,0.578903225381899,0.313574560966943,0.553660886678251,0.354697560991304,1,0.3725122998627,1,1,0.394877574799242,0.496780061769884,1,1,0.503508072364875,0.637519708692543,0.80178890141968,1,0.404314475472026,0.868770015499907,1,0.749645549753927,0.629406873887735,0.981675710122845,0.75531701902316,0.933941440657059,0.283263048774593,0.552350189429857,1,0.716603020966556,0.495891579125267,0.564638912569089,0.494901404386941,0.784757101027123,0.933759533383008,0.21962888280674,0.204223281167478,0.495961765140583,0.513698518347828,1,0.625667466566079,0.397282065797235,0.76009322296102,0.923888000613114,0.34070423362182,0.564014054561566,0.747885067893775,0.559791441845883,0.324809469734747,0.443138861224095,0.895304298481661,0.938719120158865,0.601687111107493,0.297164672468135
12,B1033.001b,2,Fraction Damaged,0,0,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0,0.166666666666667,0.166666666666667,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0,0,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0.25,0,0.0833333333333333,0.166666666666667,0,0,0.0833333333333333,0,0,0,0,0.166666666666667,0.166666666666667,0.25,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.25,0,0.0833333333333333,0,0,0,0,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0,0.0833333333333333
12,B1033.001b,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1033.001b,3,Fraction Needed,0.632784013542651,0.300478330175504,1,0.414510013018314,0.646369604514836,1,0.388853943896341,0.415716407727085,0.570825951080248,0.59389342948104,0.225132795044117,0.42530917431649,1,0.445758488830746,0.299804646485027,0.223994368635992,0.502868037985763,0.308415598002454,0.692401439645475,0.56823586031188,0.201172045418245,0.24218949189066,1,0.346610787700528,1,1,0.305633170361987,0.314322305230598,0.763958388886241,0.272387756804386,1,0.396291942832903,0.399520426708721,0.550476513233631,0.44714790856177,0.361779014017076,0.42034851327606,0.489093936296758,0.271213750623241,0.484790630573067,0.746760871376095,0.5995802159124,0.364329190127144,0.625621737010946,0.406966527114767,0.284853697353692,0.561264701601333,0.351256684365274,0.415170204883825,0.444925361406288,0.288930711563465,0.298648332239139,0.30787196584265,0.206809982981069,0.369854760170159,0.289084185960105,0.216206886385626,0.35326660710407,0.259854775918928,0.279340811767576,0.770582738178011,0.239033459817894,0.391128141109152,0.646123823951365,0.51115558495766,0.256049834730089,0.2702262045472,0.293184212960399,0.184452566776898,0.636117397965073,0.407175572760076,0.504169491160807,0.366043402703179,0.344876516713644,0.12800740751751,0.374465269668876,0.282795225235335,0.386134850088432,0.55574234964755,0.491476235231241,1,0.746455137139427,0.576434622548033,0.845585605343931,0.476972335730017,1,0.421811956947014,0.347630613215196,1,0.213247873837288,0.584055175906679,0.687103329363132,0.444457389713355,0.701931629799672,0.487234221043779,0.213858710169898,0.359538266239611,0.386987118821862,0.452509017603644,0.694581760440022
12,B1033.001b,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B1033.001b,4,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
