Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1
71,B3011.011,2,Number in DS,466
71,B3011.011,2,Fraction Needed,0.689982367242774
71,B3011.011,2,Fraction Damaged,0.848816029143898

71,B1031.021b,-,Total in Building,40
71,B1031.021b,-,Caused Unsafe Placard,False
71,B1031.021b,1/0,Number in DS,0
71,B1031.021b,1/0,Fraction Needed,0
71,B1031.021b,1/0,Fraction Damaged,0
71,B1031.021b,1/1,Number in DS,0
71,B1031.021b,1/1,Fraction Needed,0
71,B1031.021b,1/1,Fraction Damaged,0
71,B1031.021b,2,Number in DS,0
71,B1031.021b,2,Fraction Needed,0.0309335152148592
71,B1031.021b,2,Fraction Damaged,0


72,-,-,Has Unsafe Placard,False
72,-,-,Collapse,False
72,-,-,Residual Drift,False

72,B1031.001,-,Total in Building,20
72,B1031.001,-,Caused Unsafe Placard,False
72,B1031.001,1/0,Number in DS,0
72,B1031.001,1/0,Fraction Needed,0
72,B1031.001,1/0,Fraction Damaged,0
72,B1031.001,1/1,Number in DS,0
72,B1031.001,1/1,Fraction Needed,0
72,B1031.001,1/1,Fraction Damaged,0
72,B1031.001,2,Number in DS,0
72,B1031.001,2,Fraction Needed,0.129245542240446
72,B1031.001,2,Fraction Damaged,0
72,B1031.001,3,Number in DS,0
72,B1031.001,3,Fraction Needed,0.159511429903932
72,B1031.001,3,Fraction Damaged,0

72,B1035.022,-,Total in Building,36
72,B1035.022,-,Caused Unsafe Placard,False
72,B1035.022,1,Number in DS,0
72,B1035.022,1,Fraction Needed,0
72,B1035.022,1,Fraction Damaged,0
72,B1035.022,2,Number in DS,0
72,B1035.022,2,Fraction Needed,0.831817588468855
72,B1035.022,2,Fraction Damaged,0
72,B1035.022,3,Number in DS,0
72,B1035.022,3,Fraction Needed,0.429224828546838
72,B1035.022,3,Fraction Damaged,0

72,B1035.032,-,Total in Building,144
72,B1035.032,-,Caused Unsafe Placard,False
72,B1035.032,1,Number in DS,0
72,B1035.032,1,Fraction Needed,0
72,B1035.032,1,Fraction Damaged,0
72,B1035.032,2,Number in DS,0
72,B1035.032,2,Fraction Needed,0.319373525458513
72,B1035.032,2,Fraction Damaged,0
72,B1035.032,3,Number in DS,0
72,B1035.032,3,Fraction Needed,0.698561306691457
72,B1035.032,3,Fraction Damaged,0

72,B2022.001,-,Total in Building,4050
72,B2022.001,-,Caused Unsafe Placard,False
72,B2022.001,1,Number in DS,0
72,B2022.001,1,Fraction Needed,0
72,B2022.001,1,Fraction Damaged,0
72,B2022.001,2,Number in DS,0
72,B2022.001,2,Fraction Needed,1
72,B2022.001,2,Fraction Damaged,0

72,B3011.011,-,Total in Building,549
72,B3011.011,-,Caused Unsafe Placard,False
72,B3011.011,1,Number in DS,0
72,B3011.011,1,Fraction Needed,0
72,B3011.011,1,Fraction Damaged,0
72,B3011.011,2,Number in DS,0
72,B3011.011,2,Fraction Needed,0.468811902605529
72,B3011.011,2,Fraction Damaged,0

72,B1031.021b,-,Total in Building,40
72,B1031.021b,-,Caused Unsafe Placard,False
72,B1031.021b,1/0,Number in DS,0
72,B1031.021b,1/0,Fraction Needed,0
72,B1031.021b,1/0,Fraction Damaged,0
72,B1031.021b,1/1,Number in DS,0
72,B1031.021b,1/1,Fraction Needed,0
72,B1031.021b,1/1,Fraction Damaged,0
72,B1031.021b,2,Number in DS,0
72,B1031.021b,2,Fraction Needed,0.0193036928011337
72,B1031.021b,2,Fraction Damaged,0


73,-,-,Has Unsafe Placard,False
73,-,-,Collapse,False
73,-,-,Residual Drift,False

73,B1031.001,-,Total in Building,20
73,B1031.001,-,Caused Unsafe Placard,False
73,B1031.001,1/0,Number in DS,0
73,B1031.001,1/0,Fraction Needed,0
73,B1031.001,1/0,Fraction Damaged,0
73,B1031.001,1/1,Number in DS,0
73,B1031.001,1/1,Fraction Needed,0
73,B1031.001,1/1,Fraction Damaged,0
73,B1031.001,2,Number in DS,0
73,B1031.001,2,Fraction Needed,0.211068650197637
73,B1031.001,2,Fraction Damaged,0
73,B1031.001,3,Number in DS,0
73,B1031.001,3,Fraction Needed,0.186957055270659
73,B1031.001,3,Fraction Damaged,0

73,B1035.022,-,Total in Building,36
73,B1035.022,-,Caused Unsafe Placard,False
73,B1035.022,1,Number in DS,0
73,B1035.022,1,Fraction Needed,0
73,B1035.022,1,Fraction Damaged,0
73,B1035.022,2,Number in DS,0
73,B1035.022,2,Fraction Needed,1
73,B1035.022,2,Fraction Damaged,0
73,B1035.022,3,Number in DS,0
73,B1035.022,3,Fraction Needed,0.76342564704418
73,B1035.022,3,Fraction Damaged,0

73,B1035.032,-,Total in Building,144
73,B1035.032,-,Caused Unsafe Placard,False
73,B1035.032,1,Number in DS,0
73,B1035.032,1,Fraction Needed,0
73,B1035.032,1,Fraction Damaged,0
73,B1035.032,2,Number in DS,0
73,B1035.032,2,Fraction Needed,0.295489301489229
73,B1035.032,2,Fraction Damaged,0
73,B1035.032,3,Number in DS,0
73,B1035.032,3,Fraction Needed,0.505360559696986
73,B1035.032,3,Fraction Damaged,0

73,B2022.001,-,Total in Building,4050
73,B2022.001,-,Caused Unsafe Placard,False
73,B2022.001,1,Number in DS,0
73,B2022.001,1,Fraction Needed,0
73,B2022.001,1,Fraction Damaged,0
73,B2022.001,2,Number in DS,0
73,B2022.001,2,Fraction Needed,1
73,B2022.001,2,Fraction Damaged,0

73,B3011.011,-,Total in Building,549
73,B3011.011,-,Caused Unsafe Placard,False
73,B3011.011,1,Number in DS,0
73,B3011.011,1,Fraction Needed,0
73,B3011.011,1,Fraction Damaged,0
73,B3011.011,2,Number in DS,0
73,B3011.011,2,Fraction Needed,0.324401786618674
73,B3011.011,2,Fraction Damaged,0

73,B1031.021b,-,Total in Building,40
73,B1031.021b,-,Caused Unsafe Placard,False
73,B1031.021b,1/0,Number in DS,0
73,B1031.021b,1/0,Fraction Needed,0
73,B1031.021b,1/0,Fraction Damaged,0
73,B1031.021b,1/1,Number in DS,0
73,B1031.021b,1/1,Fraction Needed,0
73,B1031.021b,1/1,Fraction Damaged,0
73,B1031.021b,2,Number in DS,0
73,B1031.021b,2,Fraction Needed,0.0141872056296137
73,B1031.021b,2,Fraction Damaged,0


74,-,-,Has Unsafe Placard,False
74,-,-,Collapse,False
74,-,-,Residual Drift,False

74,B1031.001,-,Total in Building,20
74,B1031.001,-,Caused Unsafe Placard,False
74,B1031.001,1/0,Number in DS,0
74,B1031.001,1/0,Fraction Needed,0
74,B1031.001,1/0,Fraction Damaged,0
74,B1031.001,1/1,Number in DS,0
74,B1031.001,1/1,Fraction Needed,0
74,B1031.001,1/1,Fraction Damaged,0
74,B1031.001,2,Number in DS,0
74,B1031.001,2,Fraction Needed,0.343458784280387
74,B1031.001,2,Fraction Damaged,0
74,B1031.001,3,Number in DS,0
74,B1031.001,3,Fraction Needed,0.0679462197837575
74,B1031.001,3,Fraction Damaged,0

74,B1035.022,-,Total in Building,36
74,B1035.022,-,Caused Unsafe Placard,False
74,B1035.022,1,Number in DS,0
74,B1035.022,1,Fraction Needed,0
74,B1035.022,1,Fraction Damaged,0
74,B1035.022,2,Number in DS,0
74,B1035.022,2,Fraction Needed,0.525449197209807
74,B1035.022,2,Fraction Damaged,0
74,B1035.022,3,Number in DS,0
74,B1035.022,3,Fraction Needed,0.38613724064217
74,B1035.022,3,Fraction Damaged,0

74,B1035.032,-,Total in Building,144
74,B1035.032,-,Caused Unsafe Placard,False
74,B1035.032,1,Number in DS,0
74,B1035.032,1,Fraction Needed,0
74,B1035.032,1,Fraction Damaged,0
74,B1035.032,2,Number in DS,0
74,B1035.032,2,Fraction Needed,0.386230949335975
74,B1035.032,2,Fraction Damaged,0
74,B1035.032,3,Number in DS,0
74,B1035.032,3,Fraction Needed,0.389810090496105
74,B1035.032,3,Fraction Damaged,0

74,B2022.001,-,Total in Building,4050
74,B2022.001,-,Caused Unsafe Placard,False
74,B2022.001,1,Number in DS,0
74,B2022.001,1,Fraction Needed,0
74,B2022.001,1,Fraction Damaged,0
74,B2022.001,2,Number in DS,0
74,B2022.001,2,Fraction Needed,0.437311783248497
74,B2022.001,2,Fraction Damaged,0

74,B3011.011,-,Total in Building,549
74,B3011.011,-,Caused Unsafe Placard,False
74,B3011.011,1,Number in DS,0
74,B3011.011,1,Fraction Needed,0
74,B3011.011,1,Fraction Damaged,0
74,B3011.011,2,Number in DS,0
74,B3011.011,2,Fraction Needed,0.525471861511666
74,B3011.011,2,Fraction Damaged,0

74,B1031.021b,-,Total in Building,40
74,B1031.021b,-,Caused Unsafe Placard,False
74,B1031.021b,1/0,Number in DS,0
74,B1031.021b,1/0,Fraction Needed,0
74,B1031.021b,1/0,Fraction Damaged,0
74,B1031.021b,1/1,Number in DS,0
74,B1031.021b,1/1,Fraction Needed,0
74,B1031.021b,1/1,Fraction Damaged,0
74,B1031.021b,2,Number in DS,0
74,B1031.021b,2,Fraction Needed,0.0358572136819513
74,B1031.021b,2,Fraction Damaged,0


75,-,-,Has Unsafe Placard,False
75,-,-,Collapse,False
75,-,-,Residual Drift,False

75,B1031.001,-,Total in Building,20
75,B1031.001,-,Caused Unsafe Placard,False
75,B1031.001,1/0,Number in DS,0
75,B1031.001,1/0,Fraction Needed,0
75,B1031.001,1/0,Fraction Damaged,0
75,B1031.001,1/1,Number in DS,0
75,B1031.001,1/1,Fraction Needed,0
75,B1031.001,1/1,Fraction Damaged,0
75,B1031.001,2,Number in DS,0
75,B1031.001,2,Fraction Needed,0.181227412296193
75,B1031.001,2,Fraction Damaged,0
75,B1031.001,3,Number in DS,0
75,B1031.001,3,Fraction Needed,0.206754359364345
75,B1031.001,3,Fraction Damaged,0

75,B1035.022,-,Total in Building,36
75,B1035.022,-,Caused Unsafe Placard,False
75,B1035.022,1,Number in DS,0
75,B1035.022,1,Fraction Needed,0
75,B1035.022,1,Fraction Damaged,0
75,B1035.022,2,Number in DS,0
75,B1035.022,2,Fraction Needed,1
75,B1035.022,2,Fraction Damaged,0
75,B1035.022,3,Number in DS,0
75,B1035.022,3,Fraction Needed,0.85879927608283
75,B1035.022,3,Fraction Damaged,0

75,B1035.032,-,Total in Building,144
75,B1035.032,-,Caused Unsafe Placard,False
75,B1035.032,1,Number in DS,0
75,B1035.032,1,Fraction Needed,0
75,B1035.032,1,Fraction Damaged,0
75,B1035.032,2,Number in DS,0
75,B1035.032,2,Fraction Needed,0.476374686958122
75,B1035.032,2,Fraction Damaged,0
75,B1035.032,3,Number in DS,0
75,B1035.032,3,Fraction Needed,0.930448935357893
75,B1035.032,3,Fraction Damaged,0

75,B2022.001,-,Total in Building,4050
75,B2022.001,-,Caused Unsafe Placard,False
75,B2022.001,1,Number in DS,0
75,B2022.001,1,Fraction Needed,0
75,B2022.001,1,Fraction Damaged,0
75,B2022.001,2,Number in DS,0
75,B2022.001,2,Fraction Needed,1
75,B2022.001,2,Fraction Damaged,0

75,B3011.011,-,Total in Building,549
75,B3011.011,-,Caused Unsafe Placard,False
75,B3011.011,1,Number in DS,0
75,B3011.011,1,Fraction Needed,0
75,B3011.011,1,Fraction Damaged,0
75,B3011.011,2,Number in DS,0
75,B3011.011,2,Fraction Needed,0.320893885315545
75,B3011.011,2,Fraction Damaged,0

75,B1031.021b,-,Total in Building,40
75,B1031.021b,-,Caused Unsafe Placard,False
75,B1031.021b,1/0,Number in DS,0
75,B1031.021b,1/0,Fraction Needed,0
75,B1031.021b,1/0,Fraction Damaged,0
75,B1031.021b,1/1,Number in DS,0
75,B1031.021b,1/1,Fraction Needed,0
75,B1031.021b,1/1,Fraction Damaged,0
75,B1031.021b,2,Number in DS,0
75,B1031.021b,2,Fraction Needed,0.0223998783795599
75,B1031.021b,2,Fraction Damaged,0


76,-,-,Has Unsafe Placard,False
76,-,-,Collapse,False
76,-,-,Residual Drift,False

76,B1031.001,-,Total in Building,20
76,B1031.001,-,Caused Unsafe Placard,False
76,B1031.001,1/0,Number in DS,0
76,B1031.001,1/0,Fraction Needed,0
76,B1031.001,1/0,Fraction Damaged,0
76,B1031.001,1/1,Number in DS,0
76,B1031.001,1/1,Fraction Needed,0
76,B1031.001,1/1,Fraction Damaged,0
76,B1031.001,2,Number in DS,0
76,B1031.001,2,Fraction Needed,0.107950200305178
76,B1031.001,2,Fraction Damaged,0
76,B1031.001,3,Number in DS,0
76,B1031.001,3,Fraction Needed,0.105700625428122
76,B1031.001,3,Fraction Damaged,0

76,B1035.022,-,Total in Building,36
76,B1035.022,-,Caused Unsafe Placard,False
76,B1035.022,1,Number in DS,0
76,B1035.022,1,Fraction Needed,0
76,B1035.022,1,Fraction Damaged,0
76,B1035.022,2,Number in DS,0
76,B1035.022,2,Fraction Needed,0.815379729913757
76,B1035.022,2,Fraction Damaged,0
76,B1035.022,3,Number in DS,0
76,B1035.022,3,Fraction Needed,0.286710885018293
76,B1035.022,3,Fraction Damaged,0

76,B1035.032,-,Total in Building,144
76,B1035.032,-,Caused Unsafe Placard,False
76,B1035.032,1,Number in DS,0
76,B1035.032,1,Fraction Needed,0
76,B1035.032,1,Fraction Damaged,0
76,B1035.032,2,Number in DS,0
76,B1035.032,2,Fraction Needed,0.806232609142332
76,B1035.032,2,Fraction Damaged,0
76,B1035.032,3,Number in DS,0
76,B1035.032,3,Fraction Needed,0.333561614789683
76,B1035.032,3,Fraction Damaged,0

76,B2022.001,-,Total in Building,4050
76,B2022.001,-,Caused Unsafe Placard,False
76,B2022.001,1,Number in DS,0
76,B2022.001,1,Fraction Needed,0
76,B2022.001,1,Fraction Damaged,0
76,B2022.001,2,Number in DS,0
76,B2022.001,2,Fraction Needed,0.55849624498461
76,B2022.001,2,Fraction Damaged,0

76,B3011.011,-,Total in Building,549
76,B3011.011,-,Caused Unsafe Placard,False
76,B3011.011,1,Number in DS,0
76,B3011.011,1,Fraction Needed,0
76,B3011.011,1,Fraction Damaged,0
76,B3011.011,2,Number in DS,0
76,B3011.011,2,Fraction Needed,0.594694273184474
76,B3011.011,2,Fraction Damaged,0

76,B1031.021b,-,Total in Building,40
76,B1031.021b,-,Caused Unsafe Placard,False
76,B1031.021b,1/0,Number in DS,0
76,B1031.021b,1/0,Fraction Needed,0
76,B1031.021b,1/0,Fraction Damaged,0
76,B1031.021b,1/1,Number in DS,0
76,B1031.021b,1/1,Fraction Needed,0
76,B1031.021b,1/1,Fraction Damaged,0
76,B1031.021b,2,Number in DS,0
76,B1031.021b,2,Fraction Needed,0.0305730742935839
76,B1031.021b,2,Fraction Damaged,0


77,-,-,Has Unsafe Placard,False
77,-,-,Collapse,False
77,-,-,Residual Drift,False

77,B1031.001,-,Total in Building,20
77,B1031.001,-,Caused Unsafe Placard,False
77,B1031.001,1/0,Number in DS,0
77,B1031.001,1/0,Fraction Needed,0
77,B1031.001,1/0,Fraction Damaged,0
77,B1031.001,1/1,Number in DS,0
77,B1031.001,1/1,Fraction Needed,0
77,B1031.001,1/1,Fraction Damaged,0
77,B1031.001,2,Number in DS,0
77,B1031.001,2,Fraction Needed,0.199301689044112
77,B1031.001,2,Fraction Damaged,0
77,B1031.001,3,Number in DS,0
77,B1031.001,3,Fraction Needed,0.175199487991823
77,B1031.001,3,Fraction Damaged,0

77,B1035.022,-,Total in Building,36
77,B1035.022,-,Caused Unsafe Placard,False
77,B1035.022,1,Number in DS,0
77,B1035.022,1,Fraction Needed,0
77,B1035.022,1,Fraction Damaged,0
77,B1035.022,2,Number in DS,0
77,B1035.022,2,Fraction Needed,0.479165326047259
77,B1035.022,2,Fraction Damaged,0
77,B1035.022,3,Number in DS,0
77,B1035.022,3,Fraction Needed,0.546592149770659
77,B1035.022,3,Fraction Damaged,0

77,B1035.032,-,Total in Building,144
77,B1035.032,-,Caused Unsafe Placard,False
77,B1035.032,1,Number in DS,0
77,B1035.032,1,Fraction Needed,0
77,B1035.032,1,Fraction Damaged,0
77,B1035.032,2,Number in DS,0
77,B1035.032,2,Fraction Needed,0.992298759095696
77,B1035.032,2,Fraction Damaged,0
77,B1035.032,3,Number in DS,0
77,B1035.032,3,Fraction Needed,0.177024280073982
77,B1035.032,3,Fraction Damaged,0

77,B2022.001,-,Total in Building,4050
77,B2022.001,-,Caused Unsafe Placard,False
77,B2022.001,1,Number in DS,0
77,B2022.001,1,Fraction Needed,0
77,B2022.001,1,Fraction Damaged,0
77,B2022.001,2,Number in DS,0
77,B2022.001,2,Fraction Needed,1
77,B2022.001,2,Fraction Damaged,0

77,B3011.011,-,Total in Building,549
77,B3011.011,-,Caused Unsafe Placard,False
77,B3011.011,1,Number in DS,0
77,B3011.011,1,Fraction Needed,0
77,B3011.011,1,Fraction Damaged,0
77,B3011.011,2,Number in DS,0
77,B3011.011,2,Fraction Needed,0.734951737320249
77,B3011.011,2,Fraction Damaged,0

77,B1031.021b,-,Total in Building,40
77,B1031.021b,-,Caused Unsafe Placard,False
77,B1031.021b,1/0,Number in DS,0
77,B1031.021b,1/0,Fraction Needed,0
77,B1031.021b,1/0,Fraction Damaged,0
77,B1031.021b,1/1,Number in DS,0
77,B1031.021b,1/1,Fraction Needed,0
77,B1031.021b,1/1,Fraction Damaged,0
77,B1031.021b,2,Number in DS,0
77,B1031.021b,2,Fraction Needed,0.0188672658834487
77,B1031.021b,2,Fraction Damaged,0


78,-,-,Has Unsafe Placard,False
78,-,-,Collapse,False
78,-,-,Residual Drift,False

78,B1031.001,-,Total in Building,20
78,B1031.001,-,Caused Unsafe Placard,False
78,B1031.001,1/0,Number in DS,0
78,B1031.001,1/0,Fraction Needed,0
78,B1031.001,1/0,Fraction Damaged,0
78,B1031.001,1/1,Number in DS,0
78,B1031.001,1/1,Fraction Needed,0
78,B1031.001,1/1,Fraction Damaged,0
78,B1031.001,2,Number in DS,0
78,B1031.001,2,Fraction Needed,0.177406636342039
78,B1031.001,2,Fraction Damaged,0
78,B1031.001,3,Number in DS,0
78,B1031.001,3,Fraction Needed,0.138592468626278
78,B1031.001,3,Fraction Damaged,0

78,B1035.022,-,Total in Building,36
78,B1035.022,-,Caused Unsafe Placard,False
78,B1035.022,1,Number in DS,0
78,B1035.022,1,Fraction Needed,0
78,B1035.022,1,Fraction Damaged,0
78,B1035.022,2,Number in DS,0
78,B1035.022,2,Fraction Needed,0.529845460835431
78,B1035.022,2,Fraction Damaged,0
78,B1035.022,3,Number in DS,0
78,B1035.022,3,Fraction Needed,0.856545503345072
78,B1035.022,3,Fraction Damaged,0

78,B1035.032,-,Total in Building,144
78,B1035.032,-,Caused Unsafe Placard,False
78,B1035.032,1,Number in DS,0
78,B1035.032,1,Fraction Needed,0
78,B1035.032,1,Fraction Damaged,0
78,B1035.032,2,Number in DS,0
78,B1035.032,2,Fraction Needed,0.687173857226714
78,B1035.032,2,Fraction Damaged,0
78,B1035.032,3,Number in DS,0
78,B1035.032,3,Fraction Needed,0.625490816447271
78,B1035.032,3,Fraction Damaged,0

78,B2022.001,-,Total in Building,4050
78,B2022.001,-,Caused Unsafe Placard,False
78,B2022.001,1,Number in DS,0
78,B2022.001,1,Fraction Needed,0
78,B2022.001,1,Fraction Damaged,0
78,B2022.001,2,Number in DS,0
78,B2022.001,2,Fraction Needed,0.724185222166875
78,B2022.001,2,Fraction Damaged,0

78,B3011.011,-,Total in Building,549
78,B3011.011,-,Caused Unsafe Placard,False
78,B3011.011,1,Number in DS,0
78,B3011.011,1,Fraction Needed,0
78,B3011.011,1,Fraction Damaged,0
78,B3011.011,2,Number in DS,0
78,B3011.011,2,Fraction Needed,0.287325873578086
78,B3011.011,2,Fraction Damaged,0

78,B1031.021b,-,Total in Building,40
78,B1031.021b,-,Caused Unsafe Placard,False
78,B1031.021b,1/0,Number in DS,0
78,B1031.021b,1/0,Fraction Needed,0
78,B1031.021b,1/0,Fraction Damaged,0
78,B1031.021b,1/1,Number in DS,0
78,B1031.021b,1/1,Fraction Needed,0
78,B1031.021b,1/1,Fraction Damaged,0
78,B1031.021b,2,Number in DS,0
78,B1031.021b,2,Fraction Needed,0.0289997499227689
78,B1031.021b,2,Fraction Damaged,0


79,-,-,Has Unsafe Placard,False
79,-,-,Collapse,False
79,-,-,Residual Drift,False

79,B1031.001,-,Total in Building,20
79,B1031.001,-,Caused Unsafe Placard,False
79,B1031.001,1/0,Number in DS,0
79,B1031.001,1/0,Fraction Needed,0
79,B1031.001,1/0,Fraction Damaged,0
79,B1031.001,1/1,Number in DS,0
79,B1031.001,1/1,Fraction Needed,0
79,B1031.001,1/1,Fraction Damaged,0
79,B1031.001,2,Number in DS,0
79,B1031.001,2,Fraction Needed,0.0948373893087997
79,B1031.001,2,Fraction Damaged,0
79,B1031.001,3,Number in DS,0
79,B1031.001,3,Fraction Needed,0.142778232506941
79,B1031.001,3,Fraction Damaged,0

79,B1035.022,-,Total in Building,36
79,B1035.022,-,Caused Unsafe Placard,False
79,B1035.022,1,Number in DS,0
79,B1035.022,1,Fraction Needed,0
79,B1035.022,1,Fraction Damaged,0
79,B1035.022,2,Number in DS,0
79,B1035.022,2,Fraction Needed,0.644314396135802
79,B1035.022,2,Fraction Damaged,0
79,B1035.022,3,Number in DS,0
79,B1035.022,3,Fraction Needed,1
79,B1035.022,3,Fraction Damaged,0

79,B1035.032,-,Total in Building,144
79,B1035.032,-,Caused Unsafe Placard,False
79,B1035.032,1,Number in DS,0
79,B1035.032,1,Fraction Needed,0
79,B1035.032,1,Fraction Damaged,0
79,B1035.032,2,Number in DS,0
79,B1035.032,2,Fraction Needed,0.301767076886921
79,B1035.032,2,Fraction Damaged,0
79,B1035.032,3,Number in DS,0
79,B1035.032,3,Fraction Needed,0.878508816028411
79,B1035.032,3,Fraction Damaged,0

79,B2022.001,-,Total in Building,4050
79,B2022.001,-,Caused Unsafe Placard,False
79,B2022.001,1,Number in DS,0
79,B2022.001,1,Fraction Needed,0
79,B2022.001,1,Fraction Damaged,0
79,B2022.001,2,Number in DS,0
79,B2022.001,2,Fraction Needed,1
79,B2022.001,2,Fraction Damaged,0

79,B3011.011,-,Total in Building,549
79,B3011.011,-,Caused Unsafe Placard,False
79,B3011.011,1,Number in DS,0
79,B3011.011,1,Fraction Needed,0
79,B3011.011,1,Fraction Damaged,0
79,B3011.011,2,Number in DS,0
79,B3011.011,2,Fraction Needed,0.319668315860503
79,B3011.011,2,Fraction Damaged,0

79,B1031.021b,-,Total in Building,40
79,B1031.021b,-,Caused Unsafe Placard,False
79,B1031.021b,1/0,Number in DS,0
79,B1031.021b,1/0,Fraction Needed,0
79,B1031.021b,1/0,Fraction Damaged,0
79,B1031.021b,1/1,Number in DS,0
79,B1031.021b,1/1,Fraction Needed,0
79,B1031.021b,1/1,Fraction Damaged,0
79,B1031.021b,2,Number in DS,0
79,B1031.021b,2,Fraction Needed,0.0416426598221727
79,B1031.021b,2,Fraction Damaged,0


80,-,-,Has Unsafe Placard,False
80,-,-,Collapse,False
80,-,-,Residual Drift,False

80,B1031.001,-,Total in Building,20
80,B1031.001,-,Caused Unsafe Placard,False
80,B1031.001,1/0,Number in DS,0
80,B1031.001,1/0,Fraction Needed,0
80,B1031.001,1/0,Fraction Damaged,0
80,B1031.001,1/1,Number in DS,0
80,B1031.001,1/1,Fraction Needed,0
80,B1031.001,1/1,Fraction Damaged,0
80,B1031.001,2,Number in DS,0
80,B1031.001,2,Fraction Needed,0.0782718839914929
80,B1031.001,2,Fraction Damaged,0
80,B1031.001,3,Number in DS,0
80,B1031.001,3,Fraction Needed,0.0445614792139459
80,B1031.001,3,Fraction Damaged,0

80,B1035.022,-,Total in Building,36
80,B1035.022,-,Caused Unsafe Placard,False
80,B1035.022,1,Number in DS,0
80,B1035.022,1,Fraction Needed,0
80,B1035.022,1,Fraction Damaged,0
80,B1035.022,2,Number in DS,0
80,B1035.022,2,Fraction Needed,0.308856787210345
80,B1035.022,2,Fraction Damaged,0
80,B1035.022,3,Number in DS,0
80,B1035.022,3,Fraction Needed,0.618326939607734
80,B1035.022,3,Fraction Damaged,0

80,B1035.032,-,Total in Building,144
80,B1035.032,-,Caused Unsafe Placard,False
80,B1035.032,1,Number in DS,0
80,B1035.032,1,Fraction Needed,0
80,B1035.032,1,Fraction Damaged,0
80,B1035.032,2,Number in DS,0
80,B1035.032,2,Fraction Needed,0.260653268586447
80,B1035.032,2,Fraction Damaged,0
80,B1035.032,3,Number in DS,0
80,B1035.032,3,Fraction Needed,0.546452509511738
80,B1035.032,3,Fraction Damaged,0

80,B2022.001,-,Total in Building,4050
80,B2022.001,-,Caused Unsafe Placard,False
80,B2022.001,1,Number in DS,0
80,B2022.001,1,Fraction Needed,0
80,B2022.001,1,Fraction Damaged,0
80,B2022.001,2,Number in DS,0
80,B2022.001,2,Fraction Needed,0.528698843139714
80,B2022.001,2,Fraction Damaged,0

80,B3011.011,-,Total in Building,549
80,B3011.011,-,Caused Unsafe Placard,False
80,B3011.011,1,Number in DS,0
80,B3011.011,1,Fraction Needed,0
80,B3011.011,1,Fraction Damaged,0
80,B3011.011,2,Number in DS,0
80,B3011.011,2,Fraction Needed,0.3627478425969
80,B3011.011,2,Fraction Damaged,0

80,B1031.021b,-,Total in Building,40
80,B1031.021b,-,Caused Unsafe Placard,False
80,B1031.021b,1/0,Number in DS,0
80,B1031.021b,1/0,Fraction Needed,0
80,B1031.021b,1/0,Fraction Damaged,0
80,B1031.021b,1/1,Number in DS,0
80,B1031.021b,1/1,Fraction Needed,0
80,B1031.021b,1/1,Fraction Damaged,0
80,B1031.021b,2,Number in DS,0
80,B1031.021b,2,Fraction Needed,0.0307360206138458
80,B1031.021b,2,Fraction Damaged,0


81,-,-,Has Unsafe Placard,False
81,-,-,Collapse,False
81,-,-,Residual Drift,False

81,B1031.001,-,Total in Building,20
81,B1031.001,-,Caused Unsafe Placard,False
81,B1031.001,1/0,Number in DS,0
81,B1031.001,1/0,Fraction Needed,0
81,B1031.001,1/0,Fraction Damaged,0
81,B1031.001,1/1,Number in DS,0
81,B1031.001,1/1,Fraction Needed,0
81,B1031.001,1/1,Fraction Damaged,0
81,B1031.001,2,Number in DS,0
81,B1031.001,2,Fraction Needed,0.118502388159881
81,B1031.001,2,Fraction Damaged,0
81,B1031.001,3,Number in DS,0
81,B1031.001,3,Fraction Needed,0.0908440442919825
81,B1031.001,3,Fraction Damaged,0

81,B1035.022,-,Total in Building,36
81,B1035.022,-,Caused Unsafe Placard,False
81,B1035.022,1,Number in DS,0
81,B1035.022,1,Fraction Needed,0
81,B1035.022,1,Fraction Damaged,0
81,B1035.022,2,Number in DS,0
81,B1035.022,2,Fraction Needed,0.333733033376552
81,B1035.022,2,Fraction Damaged,0
81,B1035.022,3,Number in DS,0
81,B1035.022,3,Fraction Needed,0.450683153225481
81,B1035.022,3,Fraction Damaged,0

81,B1035.032,-,Total in Building,144
81,B1035.032,-,Caused Unsafe Placard,False
81,B1035.032,1,Number in DS,0
81,B1035.032,1,Fraction Needed,0
81,B1035.032,1,Fraction Damaged,0
81,B1035.032,2,Number in DS,0
81,B1035.032,2,Fraction Needed,0.532266788749593
81,B1035.032,2,Fraction Damaged,0
81,B1035.032,3,Number in DS,0
81,B1035.032,3,Fraction Needed,1
81,B1035.032,3,Fraction Damaged,0

81,B2022.001,-,Total in Building,4050
81,B2022.001,-,Caused Unsafe Placard,False
81,B2022.001,1,Number in DS,0
81,B2022.001,1,Fraction Needed,0
81,B2022.001,1,Fraction Damaged,0
81,B2022.001,2,Number in DS,0
81,B2022.001,2,Fraction Needed,1
81,B2022.001,2,Fraction Damaged,0

81,B3011.011,-,Total in Building,549
81,B3011.011,-,Caused Unsafe Placard,False
81,B3011.011,1,Number in DS,0
81,B3011.011,1,Fraction Needed,0
